gene	SRR17276325	SRR17276326	SRR17276331	SRR17276332	SRR17276333	SRR17276334	SRR17276335	SRR17276336	SRR17276337	SRR17276338	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000142611	9.37794	9.95732	18.17981	7.69973	42.1436	38.73937	9.6863	27.72669	13.04317	8.68281	152.20235	0.46078	0.51265	0.89882	0.36875	0.99999
ENSG00000157911	105.98844	126.85351	83.06774	94.9633	71.87597	71.25443	90.22404	75.60714	99.33769	96.32237	771.34643	-0.0544	0.20866	-0.26068	0.79434	0.99999
ENSG00000142655	18.22506	24.00669	16.87459	17.64521	18.82141	18.11553	20.78744	22.71879	19.33184	19.55661	164.6892	0.03068	0.15408	0.1991	0.84218	0.99999
ENSG00000149527	6.01604	8.1841	3.4495	4.3311	2.72774	4.08761	5.22407	7.08435	3.61016	4.78772	41.51082	0.13113	0.34147	0.384	0.70098	0.99999
ENSG00000171621	4.42356	4.91046	11.65372	6.57685	5.18271	6.59591	4.89757	7.08435	4.77473	5.4369	51.67069	0.35507	0.30147	1.17781	0.23887	0.99999
ENSG00000272235	2.83108	1.09121	0.74584	0.16041	4.09161	3.53021	0.43534	1.58787	1.04811	0.64918	13.15461	0.00079	0.75886	0.00104	0.99917	0.99999
ENSG00000287727	1.59248	0.68201	0.27969	0.48123	0.95471	0.7432	0.3265	0.61072	1.04811	0.1623	5.68221	-0.00033	0.68497	-0.00048	0.99962	0.99999
ENSG00000173614	13.97844	15.14058	16.12875	15.23904	9.54709	9.56872	16.86939	10.13795	16.65333	20.12464	121.65912	-0.22245	0.28681	-0.7756	0.43798	0.99999
ENSG00000204624	15.74786	2.18243	22.09546	11.38918	6.2738	4.92371	7.1831	6.96221	6.63804	8.11477	76.92848	-0.21194	0.53076	-0.39931	0.68967	0.99999
ENSG00000142606	7.43158	24.41589	8.48391	8.02055	7.91045	7.43201	9.03329	7.69507	12.81025	7.54674	84.67321	0.56084	0.35667	1.57246	0.11584	0.99999
ENSG00000171729	8.31629	18.00501	11.2808	10.58713	10.5018	6.78171	16.10755	12.94727	10.71403	10.22462	97.21575	0.04154	0.29587	0.1404	0.88834	0.99999
ENSG00000037637	24.06415	26.46192	33.4695	30.6385	41.87082	42.73408	33.30344	45.31543	34.0054	32.37795	288.36147	0.11663	0.19558	0.59632	0.55096	0.99999
ENSG00000159423	8.13935	11.32133	24.89235	29.51562	22.0947	20.99544	18.28424	13.43584	19.56475	21.82874	161.05682	-0.20514	0.3548	-0.57817	0.56315	0.99999
ENSG00000157916	177.29618	186.73382	118.68153	131.53701	99.42615	95.50137	125.81301	102.1124	126.35567	125.37326	1083.71148	-0.10575	0.23056	-0.45867	0.64647	0.99999
ENSG00000157881	18.93283	24.8251	35.9867	36.09247	27.82296	32.42216	30.0384	28.21527	29.46358	34.0009	251.48914	-0.02098	0.22267	-0.09421	0.92494	0.99999
ENSG00000048707	155.70922	148.67777	176.29754	152.71126	187.94134	177.43932	161.18431	168.19231	178.76125	163.91844	1402.37951	0.00667	0.09978	0.06681	0.94673	0.99999
ENSG00000180758	0.70777	2.18243	2.05106	1.76452	2.18219	1.7651	2.61203	0.97715	2.32914	3.00247	16.62425	-0.23462	0.4346	-0.53985	0.5893	0.99999
ENSG00000184677	50.42855	43.78492	79.8047	67.53303	57.00978	57.87681	50.3905	56.18625	56.9474	62.15917	490.31534	-0.01392	0.19728	-0.07055	0.94376	0.99999
ENSG00000288398	6.01604	11.45774	10.25528	11.54959	7.77406	10.21902	16.43405	11.72583	13.97482	16.3107	98.26292	-0.08839	0.32405	-0.27276	0.78503	0.99999
ENSG00000285833	21.23308	4.50125	7.92453	1.92493	2.72774	1.4864	1.63252	3.0536	3.26079	2.19099	41.03022	-0.51723	0.72318	-0.71522	0.47447	0.99999
ENSG00000131697	10.61654	10.23012	13.51832	13.79534	18.82141	16.35043	15.3457	24.4288	20.37995	14.52545	132.51029	0.1679	0.26256	0.63948	0.52251	0.99999
ENSG00000197921	10.4396	37.23764	21.62931	27.91151	40.64334	63.63662	34.28296	81.10362	23.7572	10.30576	290.50678	0.82828	0.46982	1.76297	0.07791	0.99999
ENSG00000055070	67.7689	69.97403	88.10215	80.3659	83.19609	89.92736	85.32647	92.95159	85.36287	80.742	692.18	0.05199	0.13081	0.39747	0.69102	0.99999
ENSG00000204138	36.09623	29.05355	42.69924	28.07192	58.9192	53.7892	37.11266	58.26269	41.57509	36.75993	352.13064	0.15879	0.22817	0.69594	0.48646	0.99999
ENSG00000090020	3.3619	3.81925	4.56826	3.20822	6.81935	8.17521	5.22407	9.1608	6.7545	4.38198	46.25035	0.44749	0.31785	1.40789	0.15916	0.99999
ENSG00000157978	4.06967	4.22845	3.82242	6.89767	4.50077	3.80891	5.87708	4.27504	5.1241	5.35575	40.61821	-0.39026	0.25107	-1.55441	0.12009	0.99999
ENSG00000158006	8.31629	11.59414	11.2808	13.1537	6.13742	7.61781	12.29833	8.42794	11.17986	12.17216	86.68182	-0.12076	0.28657	-0.42139	0.67347	0.99999
ENSG00000196581	7.43158	3.54644	23.02776	13.95576	41.0525	31.12156	6.63892	10.38224	12.46088	9.16969	131.37764	0.02908	0.59142	0.04917	0.96078	0.99999
ENSG00000171612	6.36992	3.95565	5.87348	5.29356	4.09161	4.83081	5.44174	5.61862	7.68615	5.2746	45.83988	0.04186	0.25459	0.16442	0.8694	0.99999
ENSG00000158161	39.28119	31.64518	43.53831	34.96959	39.55224	40.22577	37.98334	36.88749	37.84847	36.92222	317.97519	-0.02886	0.11754	-0.24553	0.80604	0.99999
ENSG00000142627	3.00802	14.04937	16.22198	3.36863	11.45651	13.28472	28.40588	12.58083	4.65827	6.32952	94.86968	0.15202	0.57963	0.26227	0.79311	0.99999
ENSG00000142632	1.06165	1.77322	1.39845	0.32082	2.31858	1.858	2.72087	2.07645	0.8152	0.48689	12.2742	0.15781	0.57573	0.27411	0.784	0.99999
ENSG00000189337	140.31524	60.01671	93.78917	119.98742	136.38704	100.51798	83.80278	88.43227	201.12097	140.38559	982.54454	-0.21865	0.31804	-0.68749	0.49177	0.99999
ENSG00000130939	68.29973	56.47027	72.25309	62.88111	70.10294	69.95383	63.55951	68.40065	65.09937	63.13294	553.81951	-0.02162	0.09539	-0.22665	0.8207	0.99999
ENSG00000175147	283.6385	101.61921	62.65042	68.81631	75.28565	48.49389	42.98974	51.0562	106.09218	67.10918	754.29924	-0.53149	0.47054	-1.12955	0.25867	0.99999
ENSG00000060656	10.4396	5.59247	8.85683	9.14343	9.27432	7.43201	11.53649	5.25219	8.61781	7.3033	70.22157	-0.4413	0.22991	-1.91945	0.05493	0.99999
ENSG00000163867	18.22506	18.00501	16.40844	18.44726	18.27586	16.90783	13.06017	18.3216	17.35207	14.282	141.88283	0.0493	0.14284	0.34515	0.72998	0.99999
ENSG00000134698	45.47417	46.10375	64.42179	45.39631	71.46681	75.43494	44.40459	64.3699	47.51439	48.03946	461.42228	0.18564	0.18477	1.00472	0.31503	0.99999
ENSG00000132881	1.94637	3.68284	3.82242	3.68945	3.27329	2.87991	5.0064	4.03075	3.84308	4.86886	31.36788	-0.13144	0.31425	-0.41825	0.67577	0.99999
ENSG00000273274	5.8391	7.77489	12.39956	7.37891	12.95677	15.32853	8.92445	12.94727	9.433	10.06232	86.14884	0.30473	0.26332	1.15727	0.24716	0.99999
ENSG00000130940	5.48521	7.63849	8.85683	9.30384	13.6387	10.12612	7.5096	11.84797	15.95459	14.52545	88.51081	0.05321	0.33186	0.16034	0.87262	0.99999
ENSG00000163879	54.14434	48.96818	59.20092	91.11344	60.69223	52.3028	47.34313	43.48327	125.19111	112.14618	591.99291	-0.20144	0.37684	-0.53454	0.59297	0.99999
ENSG00000116954	6.72381	3.81925	4.19534	3.84986	7.22851	4.73791	3.26504	6.1072	5.70639	5.4369	42.65942	-0.13761	0.27307	-0.50395	0.6143	0.99999
ENSG00000163873	331.7668	123.85267	1008.18697	238.85196	880.10556	930.8597	210.70414	535.6015	115.40873	97.94532	3669.56858	0.6188	0.63822	0.96957	0.33226	0.99999
ENSG00000230163	3.53885	4.22845	1.77137	1.12288	2.18219	1.5793	1.30602	1.58787	1.97977	2.02869	17.78193	0.10232	0.43309	0.23626	0.81323	0.99999
ENSG00000179051	75.90824	93.98072	137.32748	103.30467	129.97685	158.20899	106.98459	145.71781	79.0742	83.41988	930.3	0.24973	0.22449	1.11246	0.26594	0.99999
ENSG00000126067	95.72578	84.1598	103.95122	98.65276	98.8806	94.94397	88.80918	101.99025	101.66682	81.31004	797.22991	0.03275	0.10423	0.31418	0.75338	0.99999
ENSG00000272078	10.61654	12.82175	5.03441	4.81233	3.54606	4.08761	3.48271	5.49648	7.45324	8.43937	55.30241	0.13353	0.43	0.31055	0.75615	0.99999
ENSG00000054118	353.53071	283.85178	302.43745	345.68567	290.09523	302.85455	270.0191	298.64211	290.55982	299.19172	2551.89563	-0.11964	0.10843	-1.10339	0.26986	0.99999
ENSG00000158315	5.30827	2.04602	0.9323	0.96247	2.31858	1.858	1.30602	1.9543	0.58228	0.64918	14.69346	-0.49797	0.5938	-0.83862	0.40169	0.99999
ENSG00000186973	2.30025	2.45523	0.74584	4.3311	0.40916	1.5793	3.15621	0.36643	3.72662	3.7328	19.64356	-0.71972	0.68682	-1.04791	0.29468	0.99999
ENSG00000146463	208.79191	210.0585	218.25094	199.87209	207.58107	205.21647	197.4263	196.04114	195.76395	192.48244	1705.37881	-0.01487	0.07154	-0.20781	0.83538	0.99999
ENSG00000142686	16.98646	22.77907	23.86683	25.50535	25.50438	20.25224	22.2023	20.64234	26.20279	34.40664	201.67339	-0.19142	0.22852	-0.83765	0.40223	0.99999
ENSG00000230585	1.76942	0.95481	0.46615	0.16041	1.50026	0.7432	0.54417	0.24429	0.93165	0.1623	6.14074	-0.25518	0.74592	-0.34211	0.73227	0.99999
ENSG00000117000	89.88669	87.84265	80.737	55.02097	74.19455	75.34204	74.66066	82.08078	66.84623	73.03297	635.75713	0.05924	0.13062	0.45352	0.65017	0.99999
ENSG00000092853	36.27317	28.37154	52.39514	29.1948	70.23933	65.58752	28.84122	62.04916	34.0054	21.90989	354.9891	0.35736	0.32539	1.09826	0.27209	0.99999
ENSG00000134697	50.25161	50.4686	54.91235	51.49193	55.7823	48.86549	43.31624	47.26973	40.17761	43.1706	407.1284	-0.05117	0.11851	-0.43177	0.66591	0.99999
ENSG00000116151	11.32431	9.41171	14.35739	20.69302	17.04838	17.83683	16.43405	16.3673	16.76979	13.95741	129.89954	-0.13616	0.23835	-0.57126	0.56782	0.99999
ENSG00000214114	19.64059	7.50209	9.41621	6.25603	10.09264	9.56872	6.85659	7.45078	9.08363	8.27707	78.37642	-0.25396	0.29872	-0.85016	0.39523	0.99999
ENSG00000236723	35.03457	37.37405	15.56938	15.39945	9.95625	10.12612	14.36619	13.19155	13.97482	11.19839	147.10396	0.05032	0.42928	0.11721	0.90669	0.99999
ENSG00000117016	22.29473	50.605	26.94341	24.70329	39.41585	55.9259	84.02045	95.88305	28.99775	36.92222	389.22862	0.25037	0.43204	0.5795	0.56225	0.99999
ENSG00000163866	20.87919	27.14392	25.17204	30.6385	33.00566	33.25826	31.99743	35.91034	39.36241	42.03453	269.61546	-0.03914	0.23484	-0.16669	0.86762	0.99999
ENSG00000232335	9.37794	8.1841	6.43286	2.8874	6.54658	5.01661	2.1767	6.47363	2.67851	2.27214	42.9102	0.31529	0.44625	0.70654	0.47985	0.99999
ENSG00000260971	3.00802	1.90962	1.21199	0.64164	3.68245	2.0438	1.30602	0.97715	1.04811	0.81148	13.68798	-0.37564	0.52346	-0.71761	0.473	0.99999
ENSG00000162384	42.82004	42.42091	44.19092	45.71713	39.14308	39.38967	43.09857	42.01754	34.93705	39.19436	347.0404	-0.09489	0.11759	-0.80696	0.41969	0.99999
ENSG00000117859	144.38491	171.86605	121.38519	138.11386	119.06589	120.58442	152.47753	108.58603	107.95549	111.41585	1088.63546	-0.12176	0.17116	-0.71139	0.47684	0.99999
ENSG00000162396	3.00802	4.36485	6.99223	6.25603	4.90993	4.55211	5.3329	5.25219	5.82284	8.27707	46.4646	-0.11857	0.31872	-0.37201	0.70989	0.99999
ENSG00000162378	108.46563	114.16816	130.05556	124.79975	122.61195	122.44242	118.73875	118.84613	112.96314	111.65929	995.39235	-0.01576	0.09737	-0.16186	0.87142	0.99999
ENSG00000235545	2.65413	3.13724	3.35627	2.24575	6.00103	4.83081	3.80922	5.86291	3.61016	3.24591	32.27011	0.16337	0.31548	0.51784	0.60457	0.99999
ENSG00000243725	2.47719	1.22761	2.33074	4.49151	2.86413	1.9509	3.48271	2.56502	2.79496	4.05739	24.01504	-0.73705	0.33341	-2.21063	0.02706	0.99999
ENSG00000171872	0.35388	1.50042	0.37292	0.32082	0.54555	0.1858	2.61203	1.34358	1.04811	0.81148	7.69753	-0.17167	0.77896	-0.22038	0.82557	0.99999
ENSG00000162407	144.7388	268.16559	194.9435	207.09058	219.71952	183.01333	267.95124	208.74412	196.57915	208.54969	1767.99163	-0.0464	0.19911	-0.23304	0.81573	0.99999
ENSG00000163877	21.41002	20.46024	23.40068	23.74083	17.04838	24.89725	23.83482	22.96307	21.54452	23.4517	187.57074	-0.00567	0.16154	-0.0351	0.972	0.99999
ENSG00000228929	4.77744	3.13724	2.98335	3.04781	2.86413	3.43731	2.61203	2.93146	1.39748	2.27214	24.56765	-0.17417	0.31812	-0.54749	0.58404	0.99999
ENSG00000278967	5.48521	2.31883	1.11876	0.96247	4.90993	3.15861	0.43534	2.07645	2.44559	0.89263	19.49282	-0.15436	0.64147	-0.24064	0.80983	0.99999
ENSG00000157184	28.84159	30.00836	28.06217	29.67603	24.14051	21.27414	31.99743	23.81808	30.04587	26.12957	230.8936	-0.12457	0.17321	-0.71916	0.47204	0.99999
ENSG00000198815	68.65361	58.9255	84.37296	82.61166	84.1508	81.65925	69.7631	77.07287	66.49686	93.3199	645.65565	-0.1649	0.16279	-1.01293	0.31109	0.99999
ENSG00000134744	113.42001	83.47779	114.2065	83.73453	130.65878	126.34423	89.46219	109.0746	84.08184	91.04777	856.20028	-0.00949	0.15532	-0.06112	0.95126	0.99999
ENSG00000162385	14.68621	15.82259	26.10434	20.3722	22.36747	25.36175	19.6991	20.39805	13.62545	17.04103	163.8161	0.05861	0.2217	0.26436	0.7915	0.99999
ENSG00000116652	5.48521	4.09205	4.19534	4.17069	5.59187	6.22431	1.95903	5.86291	5.1241	3.48935	38.47458	0.29065	0.2951	0.98489	0.32468	0.99999
ENSG00000123080	20.70225	15.68619	29.36738	8.8226	29.86876	34.28016	22.74647	38.8418	13.85836	6.24838	181.74186	0.56115	0.42269	1.32756	0.18432	0.99999
ENSG00000162415	11.67819	12.13974	23.96006	3.20822	19.09419	19.88064	13.49551	22.96307	6.98741	6.32952	115.30397	0.65562	0.44462	1.47457	0.14033	0.99999
ENSG00000162600	11.67819	9.82092	23.86683	22.77836	6.41019	6.13141	7.94494	8.18365	13.85836	19.15087	110.79752	-0.19841	0.4708	-0.42143	0.67344	0.99999
ENSG00000116704	23.71027	27.00752	44.56384	29.99685	32.32373	32.14346	29.92957	32.7346	23.99011	26.45416	254.0122	0.12617	0.19303	0.65363	0.51335	0.99999
ENSG00000157193	43.88169	67.65521	47.73365	15.23904	64.10191	88.25516	78.90522	84.89009	19.21538	17.28447	435.18929	0.45569	0.48629	0.93707	0.34872	0.99999
ENSG00000116205	30.25713	28.23514	24.23975	31.11973	22.91302	24.80435	37.00383	24.79523	37.84847	36.75993	252.12654	-0.22819	0.22469	-1.01556	0.30984	0.99999
ENSG00000233994	2.12331	0.95481	0.83907	0.64164	0.81832	0.6503	0.3265	0.73286	1.04811	0.64918	7.30253	-0.07171	0.55448	-0.12933	0.8971	0.99999
ENSG00000132854	1.59248	3.00084	3.4495	0.16041	3.00051	10.31192	6.63892	6.84006	3.26079	0.81148	32.25251	1.08786	0.69649	1.56192	0.11831	0.99999
ENSG00000162607	119.43605	102.57402	117.28308	72.18494	141.70613	141.85856	89.57103	139.97704	84.08184	67.92066	894.0072	0.22866	0.21196	1.07881	0.28067	0.99999
ENSG00000154027	4.06967	7.09288	3.07658	0.64164	4.90993	5.38821	12.516	7.57293	3.02788	0.97377	40.91607	0.13872	0.65955	0.21033	0.83341	0.99999
ENSG00000213579	2.12331	0.54561	0.65261	0	2.04581	1.858	0	0.85501	0.34937	0.08115	6.86354	0.06556	1.10681	0.05924	0.95276	0.99999
ENSG00000132855	13.09373	4.50125	2.5172	1.60411	9.00154	5.48111	1.41485	5.13005	4.65827	2.35328	40.76373	-0.27538	0.57703	-0.47724	0.63319	0.99999
ENSG00000116675	9.55488	8.7297	13.51832	10.10589	10.22903	7.06041	12.29833	13.3137	12.6938	17.28447	97.12589	-0.16863	0.28682	-0.58795	0.55657	0.99999
ENSG00000162433	2.83108	9.68452	4.84795	3.52904	8.86516	9.19712	10.23047	10.50439	9.54946	5.51805	62.52402	0.44276	0.37795	1.17148	0.2414	0.99999
ENSG00000213625	53.43657	62.47194	72.06663	60.79576	65.73855	58.43421	72.48397	62.29345	71.85387	57.4526	535.69086	0.03415	0.1422	0.24015	0.81022	0.99999
ENSG00000158966	204.19141	205.69365	121.38519	220.08387	172.12044	149.84797	255.3264	170.75733	213.11602	189.88571	1605.38428	-0.32045	0.20644	-1.55224	0.1206	0.99999
ENSG00000213703	0.35388	0.4092	0.46615	0	1.0911	0.929	0.21767	1.22144	1.51394	0.40574	5.47304	1.10436	0.74006	1.49225	0.13563	0.99999
ENSG00000203965	38.75036	36.14643	33.28304	36.41329	27.27741	23.31794	25.90268	22.96307	33.07374	30.02466	258.62556	-0.12684	0.20881	-0.60743	0.54356	0.99999
ENSG00000117069	149.16236	181.95977	207.80921	146.45523	186.03192	167.12741	184.58379	179.06312	158.61422	168.54386	1451.3758	0.05501	0.12466	0.44124	0.65904	0.99999
ENSG00000125703	18.04811	18.41422	23.49391	20.21178	15.95728	13.74923	15.88988	15.87872	16.88624	18.0148	148.69914	-0.03894	0.19682	-0.19786	0.84315	0.99999
ENSG00000227466	9.201	2.72803	1.67814	1.12288	7.77406	4.27341	0.87068	2.07645	4.54182	1.29836	29.12811	-0.36332	0.65246	-0.55685	0.57763	0.99999
ENSG00000230498	5.66215	1.90962	3.26304	0.80205	8.31961	5.75981	2.93854	5.98506	3.84308	1.37951	32.69401	0.13408	0.55449	0.24181	0.80893	0.99999
ENSG00000224493	3.18496	0.95481	0.9323	0.32082	5.31909	3.99471	0.3265	2.68717	1.16457	0.32459	15.56168	0.07466	0.82386	0.09063	0.92779	0.99999
ENSG00000137941	47.95136	64.38157	61.99781	56.78549	81.28668	67.25972	63.12417	79.51575	79.65648	95.83548	587.89001	-0.02129	0.22196	-0.09593	0.92358	0.99999
ENSG00000066135	77.67767	72.02006	73.27862	81.64919	74.05816	75.71364	82.2791	75.97358	80.70459	85.44857	655.87703	-0.13633	0.11556	-1.17974	0.23811	0.99999
ENSG00000117174	35.21152	33.00919	41.3008	38.97987	32.18734	32.14346	31.12675	28.45956	37.14973	40.97961	295.6701	-0.10049	0.17641	-0.56964	0.56892	0.99999
ENSG00000284645	0.53083	0.4092	1.67814	1.4437	0.81832	1.5793	0.54417	1.0993	1.04811	0.73033	8.30703	0.50428	0.52695	0.95699	0.33857	0.99999
ENSG00000288543	15.57092	10.77573	10.53497	8.02055	10.22903	9.19712	9.79513	10.38224	7.91907	9.16969	84.88497	-0.13948	0.19313	-0.72223	0.47015	0.99999
ENSG00000143013	51.49021	65.60918	72.99893	66.24974	70.5121	72.83373	65.4097	58.14055	51.12455	63.94442	536.27411	-0.03597	0.15182	-0.23693	0.81271	0.99999
ENSG00000134748	77.50073	82.11378	97.61159	88.54686	85.37829	88.25516	78.25221	81.71434	72.3197	91.04777	708.61314	-0.04543	0.12855	-0.35338	0.7238	0.99999
ENSG00000142892	70.06915	55.10626	47.36073	48.92535	45.68966	45.98558	45.81944	43.48327	44.02069	34.48779	402.36205	-0.08188	0.17406	-0.47039	0.63808	0.99999
ENSG00000237505	2.30025	1.09121	1.11876	1.4437	1.36387	1.0219	0.3265	1.83216	1.16457	0.40574	10.0035	0.13605	0.55096	0.24693	0.80497	0.99999
ENSG00000116641	233.38689	206.92126	231.39634	205.80729	275.63821	227.23381	198.73231	233.78364	312.33725	271.19575	2014.66476	-0.00523	0.16909	-0.03093	0.97533	0.99999
ENSG00000172260	76.08519	40.51128	61.15874	12.51206	58.9192	61.59281	34.93597	74.01927	20.72932	15.82381	374.73465	0.37579	0.4679	0.80313	0.4219	0.99999
ENSG00000137944	21.58696	18.68702	13.23863	8.66219	29.73237	27.59135	16.97823	16.97802	27.94964	11.84757	160.60312	0.22523	0.32977	0.68301	0.4946	0.99999
ENSG00000067334	69.18444	79.79495	75.79582	71.70371	62.60165	62.70761	64.64786	66.07991	59.85882	60.04933	564.69204	0.02515	0.12713	0.19784	0.84317	0.99999
ENSG00000142949	64.58394	98.07277	86.14433	98.81317	120.42976	123.46433	125.26884	157.32149	136.72033	137.87001	967.36081	0.08001	0.25684	0.3115	0.75542	0.99999
ENSG00000171502	1.41554	3.13724	1.67814	0.16041	1.36387	0.5574	3.59155	0.97715	0.11646	0.48689	11.23899	-0.16456	0.84481	-0.19479	0.84556	0.99999
ENSG00000116157	4.95438	6.82008	12.77248	6.25603	5.72826	5.20241	7.94494	5.61862	7.33678	4.86886	56.79282	0.30363	0.31347	0.96861	0.33274	0.99999
ENSG00000143036	10.61654	10.36652	10.6282	11.71	6.54658	5.01661	10.0128	5.98506	13.27608	15.66151	84.95083	-0.32469	0.35694	-0.90964	0.36301	0.99999
ENSG00000065243	104.39595	104.89285	115.60494	90.31138	121.65724	132.01114	100.128	116.64753	85.71224	86.58464	883.92319	0.10241	0.12366	0.82819	0.40756	0.99999
ENSG00000117528	133.76838	115.66858	194.75704	178.69784	183.98612	165.7339	116.01788	117.13611	156.63445	161.15941	1281.91887	-0.08763	0.21134	-0.41465	0.6784	0.99999
ENSG00000036549	95.3719	100.528	116.91016	96.88824	108.83686	104.04819	94.25092	99.9138	83.84893	92.99531	833.20842	0.00623	0.10543	0.05911	0.95286	0.99999
ENSG00000228838	3.18496	5.72887	1.58491	0.32082	2.45497	2.4154	0.87068	2.93146	0.69874	0.64918	17.08665	0.85042	0.6566	1.29518	0.19526	0.99999
ENSG00000283761	3.00802	0.81841	1.49168	0.96247	2.86413	2.97281	1.85019	2.93146	1.86331	0.40574	15.78309	0.16646	0.54663	0.30451	0.76074	0.99999
ENSG00000142700	7.43158	4.09205	1.21199	2.72699	0.54555	0.8361	4.57106	2.44288	1.86331	2.67788	23.85969	-0.82155	0.61173	-1.343	0.17927	0.99999
ENSG00000127124	2.30025	0.95481	2.14429	1.76452	2.45497	3.62311	2.72087	3.29789	3.49371	3.00247	21.63184	0.08413	0.38336	0.21946	0.82629	0.99999
ENSG00000266993	3.00802	1.22761	1.02553	0.80205	2.31858	3.06571	0.87068	2.07645	1.39748	0.48689	13.36682	0.2669	0.5485	0.48661	0.62654	0.99999
ENSG00000137936	9.37794	10.36652	6.71255	8.66219	12.13845	14.86403	10.77464	10.13795	7.68615	9.33199	83.66463	-0.0631	0.23414	-0.26951	0.78753	0.99999
ENSG00000235829	11.50125	1.77322	0.37292	1.4437	5.18271	1.9509	1.08835	2.56502	6.52158	1.05492	27.52664	-0.56947	0.77907	-0.73095	0.46481	0.99999
ENSG00000117519	745.10401	1104.58035	1125.56328	1197.78883	948.70824	903.17545	1052.21468	926.3402	1194.61429	1498.55533	9061.67895	-0.10906	0.23123	-0.47165	0.63717	0.99999
ENSG00000134215	4.6005	7.36569	4.47503	2.56658	11.45651	10.96222	5.76824	9.52723	4.89119	4.46313	54.654	0.33541	0.39076	0.85835	0.3907	0.99999
ENSG00000228502	2.65413	2.72803	3.16981	4.01027	1.50026	2.2296	2.28553	1.83216	1.74685	2.84017	21.16411	-0.23069	0.35979	-0.64118	0.5214	0.99999
ENSG00000188641	25.30275	15.27698	13.23863	6.09562	38.32476	31.40026	18.50191	8.55008	3.72662	2.75902	133.53147	-0.33362	0.63351	-0.52663	0.59845	0.99999
ENSG00000152078	2.12331	4.09205	7.27192	0.96247	15.41174	14.02793	4.89757	5.37434	1.97977	2.10984	47.68486	0.3554	0.68288	0.52043	0.60276	0.99999
ENSG00000171492	33.08821	59.74391	32.35074	42.82973	49.23572	41.43348	50.93468	47.39188	50.30936	38.78862	374.85371	0.05899	0.20595	0.28641	0.77456	0.99999
ENSG00000170989	15.0401	34.64601	12.49279	29.83644	26.18631	36.60267	40.48654	49.46833	30.62815	23.77629	251.16929	0.2115	0.36137	0.58528	0.55836	0.99999
ENSG00000116299	2.12331	1.09121	1.8646	1.60411	1.36387	1.6722	2.93854	1.83216	2.09622	1.94755	15.62986	-0.27612	0.36334	-0.75994	0.44729	0.99999
ENSG00000137962	25.12581	43.64852	31.04552	14.5974	52.50901	49.60869	43.96925	51.66692	22.70908	22.55907	296.52176	0.28889	0.34352	0.84097	0.40036	0.99999
ENSG00000260464	1.2386	1.77322	2.33074	2.8874	1.36387	2.0438	1.19718	2.44288	1.6304	1.46066	15.46602	0.29544	0.3729	0.79229	0.42819	0.99999
ENSG00000273204	1.06165	1.63682	1.21199	1.92493	1.90942	1.1148	0.97951	1.71002	1.39748	1.54181	12.19332	-0.13005	0.386	-0.33691	0.73618	0.99999
ENSG00000079739	21.94084	30.14476	31.97782	28.23233	41.73443	36.04527	28.62355	31.87959	33.53957	28.07712	261.63852	0.09662	0.17036	0.56716	0.5706	0.99999
ENSG00000162377	19.64059	16.5046	21.16316	18.9285	15.68451	15.42143	18.82842	17.95517	15.13939	16.47299	147.7065	-0.09638	0.15886	-0.60669	0.54405	0.99999
ENSG00000116774	2.30025	3.68284	7.64484	6.57685	0.13639	0.1858	2.72087	5.25219	4.42536	2.84017	30.44059	0.46669	0.8226	0.56733	0.57049	0.99999
ENSG00000287756	8.67017	0.95481	0.55938	2.56658	7.09213	2.1367	1.19718	2.32074	5.70639	1.05492	26.61037	-0.77699	0.71208	-1.09115	0.27521	0.99999
ENSG00000023909	36.45011	23.59748	29.92676	33.5259	31.23263	36.60267	25.46734	27.36026	44.71943	30.26811	268.27959	0.01407	0.20827	0.06757	0.94613	0.99999
ENSG00000069702	2.12331	3.81925	3.72919	3.04781	2.59135	1.3006	4.89757	4.51933	7.45324	7.46559	34.95955	-0.03178	0.51164	-0.0621	0.95048	0.99999
ENSG00000236776	3.3619	1.63682	0.37292	0.32082	1.90942	0.3716	0.21767	0.36643	0.69874	0.24344	7.75348	-0.7686	0.85677	-0.89709	0.36967	0.99999
ENSG00000198198	82.63205	86.88783	85.95787	64.16439	116.47453	105.16299	78.36104	95.76091	74.06655	69.30017	716.22796	0.09064	0.15431	0.58741	0.55693	0.99999
ENSG00000116793	61.57592	63.83596	73.46508	74.59111	78.28616	76.08524	62.9065	56.0641	73.25135	69.30017	579.72105	-0.05926	0.14366	-0.41254	0.67994	0.99999
ENSG00000234332	1.06165	0.4092	0.27969	0.32082	1.90942	0.929	0.3265	0.36643	0.46583	0	4.94452	-0.50537	0.89081	-0.56732	0.5705	0.99999
ENSG00000117525	39.98896	59.0619	112.15544	74.10988	121.38446	88.44096	81.62609	71.3321	84.78058	84.06906	686.42221	0.00936	0.28671	0.03265	0.97396	0.99999
ENSG00000224238	2.47719	3.00084	2.79689	3.52904	3.68245	2.87991	2.06786	2.07645	2.09622	1.7041	22.02681	-0.0752	0.31741	-0.23691	0.81273	0.99999
ENSG00000162692	43.88169	90.70708	85.86464	43.63179	116.47453	159.41669	60.18564	166.97087	56.71448	32.4591	706.40628	0.88528	0.3697	2.39463	0.01664	0.99999
