gene	SRR17276325	SRR17276326	SRR17276331	SRR17276332	SRR17276333	SRR17276334	SRR17276335	SRR17276336	SRR17276337	SRR17276338	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000147224	76.9699	55.92467	154.10885	134.90564	76.64952	64.19402	65.73621	61.92701	90.95279	97.86418	744.68386	-0.13311	0.33748	-0.39443	0.69326	0.99999
ENSG00000225125	0.17694	0.81841	1.02553	0.80205	1.22748	1.2077	0.87068	1.22144	0.46583	0.56803	6.99615	0.32017	0.53382	0.59978	0.54865	0.99999
ENSG00000232611	5.48521	7.36569	9.32298	7.53932	10.91096	8.54682	5.65941	9.40509	6.52158	7.95248	65.91061	0.08518	0.23309	0.36543	0.71479	0.99999
ENSG00000225400	6.36992	6.27447	4.19534	3.68945	3.68245	3.34441	3.91805	2.93146	2.44559	3.08361	33.37642	-0.13698	0.32198	-0.42543	0.67053	0.99999
ENSG00000147274	544.45144	410.15968	536.72391	493.74501	583.05459	612.58372	430.5504	638.32461	444.51577	377.1747	4234.66395	0.08353	0.15314	0.54541	0.58547	0.99999
ENSG00000237307	4.06967	1.77322	0.37292	0.48123	1.0911	1.4864	0.43534	0.85501	1.39748	0.08115	9.86116	-0.00567	0.82238	-0.0069	0.99449	0.99999
ENSG00000165370	2.12331	0.68201	0.27969	0	0.54555	0.1858	0.65301	0.85501	0.69874	0.32459	5.22551	-0.41222	0.82858	-0.4975	0.61884	0.99999
ENSG00000172465	30.25713	29.32635	30.95229	35.93206	21.54915	24.80435	29.05889	20.88663	37.96493	45.60503	260.04099	-0.23076	0.27192	-0.84865	0.39607	0.99999
ENSG00000123562	248.95781	325.72708	265.89137	289.22101	199.80701	213.48459	290.0447	191.88825	280.77745	284.66627	2188.53935	-0.0886	0.21131	-0.41926	0.67502	0.99999
ENSG00000231154	1.2386	0.81841	1.11876	0.48123	0.68194	1.0219	0.3265	0.24429	0.46583	0.40574	5.64466	0.28158	0.62066	0.45368	0.65006	0.99999
ENSG00000269743	10.79348	14.18577	12.02664	18.9285	15.68451	14.67823	19.37259	16.24515	34.12185	24.58777	153.48456	-0.02474	0.35751	-0.06919	0.94484	0.99999
ENSG00000102007	5.66215	11.18493	8.67037	2.72699	14.7298	12.82022	17.1959	14.29085	9.54946	8.35822	87.71318	0.1703	0.41594	0.40945	0.68221	0.99999
ENSG00000012211	6.72381	12.54895	4.75472	1.60411	5.18271	3.25151	5.0064	5.25219	2.91142	3.16476	41.84721	0.38061	0.46891	0.8117	0.41696	0.99999
ENSG00000237341	4.42356	3.41004	1.49168	2.08534	1.90942	1.858	1.95903	0.73286	1.04811	1.94755	17.44484	-0.5529	0.45983	-1.2024	0.22921	0.99999
ENSG00000101997	5.48521	9.13891	12.86571	11.87041	9.54709	10.68352	9.6863	10.13795	12.11151	14.36315	89.6465	0.03876	0.28127	0.13782	0.89038	0.99999
ENSG00000049769	8.67017	8.86611	12.11987	9.94548	6.41019	8.63972	11.53649	14.04656	12.46088	12.25331	88.59968	0.135	0.26313	0.51308	0.60789	0.99999
ENSG00000270012	1.41554	2.59163	3.72919	3.36863	2.86413	3.43731	2.72087	3.42003	2.56205	2.75902	24.29018	0.20022	0.29797	0.67197	0.5016	0.99999
ENSG00000286031	7.60852	5.18326	3.63596	2.56658	1.22748	1.1148	1.41485	1.71002	2.67851	2.35328	24.6333	-0.08403	0.57447	-0.14628	0.8837	0.99999
ENSG00000147118	10.26265	11.04853	17.15428	13.31411	14.32064	15.32853	12.62483	13.19155	9.08363	11.76642	107.42022	0.03423	0.2075	0.16498	0.86896	0.99999
ENSG00000221994	2.83108	1.22761	3.35627	3.04781	1.50026	1.2077	1.85019	0.85501	1.6304	2.27214	16.7482	-0.49181	0.4544	-1.08232	0.27911	0.99999
ENSG00000184788	16.80952	15.54979	9.41621	7.53932	4.90993	6.03851	6.85659	8.0615	9.433	7.05985	76.68642	0.14672	0.36537	0.40156	0.68801	0.99999
ENSG00000188021	20.70225	22.77907	25.54496	21.17425	28.50489	33.44406	25.57617	34.32247	25.03822	22.23448	216.89967	0.2084	0.16117	1.293	0.19601	0.99999
ENSG00000185985	12.5629	21.82426	19.11211	8.66219	39.14308	34.09436	20.13443	32.24602	16.42041	11.03609	177.86549	0.41163	0.38583	1.06688	0.28603	0.99999
ENSG00000130962	10.79348	8.5933	7.8313	8.02055	3.40968	2.78701	9.6863	5.98506	8.96718	9.08855	63.67417	-0.3104	0.39565	-0.78454	0.43272	0.99999
ENSG00000101911	12.03208	12.54895	14.0777	15.23904	13.91148	15.42143	17.74007	17.22231	16.30396	15.41807	126.25317	-0.0348	0.17896	-0.19443	0.84584	0.99999
ENSG00000085224	616.82084	520.7814	494.77051	514.43803	478.85489	480.20098	411.72199	441.30632	469.55399	467.41099	4108.16823	-0.08716	0.11999	-0.72637	0.46761	0.99999
ENSG00000083750	30.08019	36.14643	30.29968	41.22562	24.68605	27.59135	38.52751	25.16167	32.375	37.00337	273.41536	-0.23518	0.21285	-1.10492	0.26919	0.99999
ENSG00000000005	1.06165	3.27364	11.65372	0.48123	0.40916	0.3716	0.43534	6.35149	0.69874	0.73033	21.09153	2.80729	0.81819	3.4311	6e-04	0.99999
ENSG00000158164	8.84711	4.36485	11.18758	3.36863	10.22903	12.07702	5.98591	10.50439	3.84308	1.78525	59.41288	0.47142	0.47434	0.99385	0.3203	0.99999
ENSG00000285602	3.00802	0.95481	2.70366	0.96247	0.68194	1.3006	0.65301	0.85501	2.09622	1.05492	11.92556	0.34638	0.5575	0.6213	0.5344	0.99999
ENSG00000281371	5.13133	6.27447	2.98335	2.08534	2.59135	2.3225	2.06786	3.17574	3.26079	2.75902	27.2567	0.27346	0.37389	0.73139	0.46454	0.99999
ENSG00000182287	178.00395	161.36312	455.89368	504.81337	386.65726	348.28274	212.33666	183.33816	314.20056	274.36051	2549.7014	-0.13864	0.3696	-0.37512	0.70757	0.99999
ENSG00000169188	9.02406	9.54811	12.58602	17.64521	11.72929	12.16992	16.43405	14.04656	13.62545	16.79758	113.20636	-0.27509	0.25085	-1.09663	0.2728	0.99999
ENSG00000196924	835.8754	1301.6807	1025.43449	1003.04989	1127.51165	1231.85625	1833.43076	1624.75967	1510.21233	1198.87672	10681.88151	0.10686	0.24022	0.44486	0.65642	0.99999
ENSG00000147403	184.55081	217.69699	260.85696	190.56825	206.76275	229.74212	261.74765	234.51651	241.18212	231.27106	1900.08812	0.09052	0.14745	0.61386	0.53931	0.99999
ENSG00000072501	144.03103	121.26104	192.51952	131.21619	192.03295	197.13416	131.25475	186.39176	143.94066	125.53555	1307.09631	0.17984	0.16668	1.07897	0.2806	0.99999
ENSG00000198689	65.46865	55.65186	66.28638	79.72426	63.1472	66.70232	67.04223	56.30839	76.16277	80.01167	571.24259	-0.196	0.16992	-1.15349	0.24871	0.99999
ENSG00000238123	17.34034	17.73221	7.8313	8.66219	5.59187	4.83081	6.31242	7.93936	7.56969	7.87133	76.73154	-0.02314	0.4069	-0.05687	0.95465	0.99999
ENSG00000134602	1.06165	0.81841	2.33074	0.48123	0.13639	1.4864	1.08835	1.34358	0.11646	0.08115	7.40057	1.0943	0.83208	1.31514	0.18846	0.99999
ENSG00000123728	33.44209	34.37321	48.38626	46.19836	30.27792	34.55886	32.97694	31.39101	30.04587	31.56647	297.41925	-0.0122	0.20227	-0.06029	0.95192	0.99999
ENSG00000123560	120.4977	117.851	69.17651	164.90249	24.27689	26.10495	106.44042	48.49117	103.8795	143.71265	792.28261	-0.67378	0.50647	-1.33036	0.1834	0.99999
ENSG00000228158	2.65413	2.18243	0.37292	1.12288	2.59135	4.45921	2.61203	3.29789	2.56205	2.27214	20.08681	0.14475	0.52379	0.27636	0.78227	0.99999
ENSG00000147140	523.74919	510.82408	560.21782	529.83749	541.04738	612.76952	540.14703	575.54259	485.27566	442.66093	4460.11522	0.04731	0.08814	0.53683	0.59139	0.99999
ENSG00000235512	11.14736	15.95899	8.29745	5.93521	3.54606	5.75981	3.70038	4.39718	5.1241	6.32952	58.75643	0.33449	0.43769	0.76422	0.44474	0.99999
ENSG00000102230	53.61352	75.15729	98.82358	76.51604	92.33403	87.51196	85.97948	87.45511	116.80621	101.27238	738.13213	0.13524	0.22114	0.61157	0.54082	0.99999
ENSG00000101868	54.85211	40.51128	116.25755	54.53974	98.60783	90.11316	44.51343	76.5843	84.43121	68.3264	609.43772	0.31369	0.29329	1.06956	0.28482	0.99999
ENSG00000004848	22.82556	28.09873	53.70036	33.20507	63.96552	82.49535	41.24838	93.92875	28.53193	29.94352	396.35184	0.53671	0.38262	1.40272	0.1607	0.99999
ENSG00000234230	1.59248	1.90962	1.39845	1.28329	0.54555	1.1148	0.43534	0.73286	0.69874	1.62295	9.5533	0.03727	0.53921	0.06912	0.9449	0.99999
ENSG00000131089	169.68766	169.68362	129.30972	164.26085	112.92847	118.63352	182.29826	133.01483	149.64704	150.04217	1247.57634	-0.20148	0.18462	-1.09135	0.27512	0.99999
ENSG00000166707	10.79348	15.95899	9.50944	21.49507	17.04838	12.35572	17.8489	21.61949	28.76484	24.9935	153.10598	-0.12398	0.35603	-0.34821	0.72768	0.99999
ENSG00000165359	18.57894	18.00501	19.11211	18.12644	25.2316	19.97354	17.63123	20.52019	15.3723	21.26071	162.48851	-0.16451	0.1462	-1.12521	0.2605	0.99999
ENSG00000005889	105.45761	68.61002	146.27754	143.24701	145.2522	144.27396	69.21892	80.85934	167.81431	144.36183	1024.82365	-0.04016	0.31512	-0.12743	0.8986	0.99999
ENSG00000197779	37.33482	31.78158	36.919	35.45083	39.68863	34.93046	31.01791	39.6968	35.40288	36.11074	300.66966	-0.04841	0.11195	-0.4324	0.66545	0.99999
ENSG00000080561	3.53885	4.63766	7.27192	4.17069	7.91045	5.66691	6.20358	3.29789	10.94694	8.27707	52.36416	0.03416	0.3914	0.08728	0.93045	0.99999
ENSG00000125354	38.75036	50.605	64.70148	32.40302	57.28256	70.32543	63.34184	52.52193	36.45099	48.6075	430.82115	0.14338	0.2335	0.61404	0.53919	0.99999
ENSG00000022267	345.92219	329.81913	225.70933	380.81568	220.26507	208.28218	347.18296	328.5674	511.362	377.90503	2774.42715	-0.10629	0.29127	-0.36492	0.71517	0.99999
ENSG00000131269	36.45011	34.91882	50.0644	44.27343	35.32424	42.64118	32.32393	33.10103	46.23337	53.8821	345.66024	-0.02069	0.22215	-0.09315	0.92579	0.99999
ENSG00000188706	30.78796	44.87613	42.60602	57.42713	47.3263	47.37909	56.04991	46.9033	60.79047	68.56984	425.99181	-0.16255	0.24911	-0.65254	0.51406	0.99999
ENSG00000235189	7.78546	8.1841	4.56826	4.49151	3.54606	2.6012	2.72087	2.68717	3.02788	3.97624	36.50031	-0.12167	0.4127	-0.2948	0.76814	0.99999
ENSG00000156697	19.64059	22.77907	25.63819	27.43028	20.59444	17.09363	22.41997	19.17661	18.86601	27.18449	186.62222	-0.2363	0.20207	-1.1694	0.24224	0.99999
ENSG00000085185	3.89273	3.54644	2.70366	3.36863	11.18374	8.63972	4.78873	10.50439	7.91907	4.30083	50.50098	0.24738	0.44621	0.55441	0.5793	0.99999
ENSG00000133124	1.94637	1.90962	0.9323	0	0.54555	0.8361	2.8297	0.85501	0.23291	0.08115	8.42699	-0.2073	0.95191	-0.21777	0.82761	0.99999
ENSG00000279894	2.65413	1.36402	0.18646	0.96247	2.04581	1.6722	0.54417	0.97715	0.69874	0.56803	9.60866	-0.45299	0.6435	-0.70395	0.48147	0.99999
ENSG00000196507	36.62706	50.87781	43.91123	42.82973	42.68914	36.97427	47.8873	38.71965	51.35747	62.97065	384.60862	-0.12708	0.21497	-0.59118	0.5544	0.99999
ENSG00000288597	59.62955	66.70039	15.94229	30.95932	7.50129	6.96751	16.97823	10.74867	24.80531	25.56154	223.61769	-0.19454	0.62159	-0.31298	0.7543	0.99999
ENSG00000123575	138.19193	161.90873	182.73039	175.48962	126.70356	123.27853	166.62605	128.73979	189.94111	183.47504	1333.80988	-0.05746	0.21247	-0.27044	0.78682	0.99999
ENSG00000171388	1.76942	1.77322	0.9323	1.60411	3.27329	1.4864	1.85019	2.19859	2.32914	0.81148	15.01247	-0.10958	0.43589	-0.25139	0.80152	0.99999
ENSG00000078061	14.86315	16.5046	21.06993	24.06165	24.82244	22.94634	23.07297	26.74954	24.92176	23.93858	187.76466	-0.03661	0.20874	-0.17536	0.86079	0.99999
ENSG00000101938	41.75838	35.73723	67.77806	54.53974	84.96913	79.98705	49.62866	92.82945	92.46673	56.72227	549.53771	0.32051	0.28258	1.13423	0.2567	0.99999
ENSG00000229939	5.8391	7.50209	5.22087	3.36863	3.00051	2.0438	2.1767	0.85501	1.86331	1.8664	28.15805	0.09748	0.56187	0.17349	0.86227	0.99999
ENSG00000102359	10.4396	17.0502	7.64484	5.29356	7.09213	8.73262	22.09346	5.98506	8.50135	2.84017	80.10942	-0.02892	0.50092	-0.05773	0.95397	0.99999
ENSG00000232119	36.27317	33.8276	31.32521	25.50535	33.41482	29.35645	24.92317	29.43671	27.36736	25.07465	247.88888	0.03078	0.12825	0.23997	0.81036	0.99999
ENSG00000171155	9.55488	20.18744	18.4595	23.09918	17.73032	15.88593	16.97823	14.65728	14.20773	20.53038	144.8588	-0.14037	0.25997	-0.53994	0.58924	0.99999
ENSG00000158290	109.35034	103.80164	111.78252	100.7381	111.5646	105.99909	96.20995	105.89886	93.98067	92.26498	864.58414	-0.00613	0.07431	-0.08242	0.93431	0.99999
ENSG00000046647	16.27869	11.59414	19.67149	18.9285	9.54709	8.63972	15.3457	11.11511	28.41547	23.69514	139.00146	-0.12586	0.39018	-0.32258	0.74702	0.99999
ENSG00000157600	67.23807	58.24349	127.81805	149.98427	65.193	53.3247	94.57743	67.4235	221.85028	227.70056	974.194	-0.25524	0.49834	-0.51218	0.60853	0.99999
ENSG00000198918	1.59248	1.36402	1.77137	2.24575	1.90942	2.1367	1.74136	3.17574	2.56205	1.62295	16.88797	0.23081	0.34422	0.67055	0.50251	0.99999
ENSG00000125352	8.67017	10.09372	10.6282	10.74754	8.31961	10.03322	9.03329	11.23725	8.03552	6.97871	78.64053	0.15737	0.18142	0.86745	0.3857	0.99999
ENSG00000125356	38.57342	47.87697	42.13987	42.02768	33.82399	39.85417	46.58129	36.03248	40.41052	40.00584	343.00233	-0.01354	0.15483	-0.08742	0.93034	0.99999
ENSG00000186471	7.25463	2.45523	0.65261	3.36863	2.31858	2.78701	5.98591	1.0993	11.8786	4.62542	36.04695	-0.33004	0.69107	-0.47758	0.63295	0.99999
ENSG00000101882	14.68621	19.77824	16.12875	19.73055	15.27535	16.44333	18.50191	15.51229	19.68121	16.95988	145.62524	-0.01367	0.17683	-0.0773	0.93838	0.99999
ENSG00000183337	17.51729	16.9138	32.35074	15.23904	57.8281	72.74083	27.64403	64.73633	26.20279	22.80252	292.40096	0.55928	0.44413	1.25926	0.20794	0.99999
ENSG00000285900	1.59248	0.54561	0.18646	0.32082	0.40916	0.929	0.3265	0.36643	0.46583	0.1623	4.36383	-0.09979	0.77191	-0.12928	0.89714	0.99999
ENSG00000189369	29.90325	41.6025	39.99558	35.61124	32.73289	33.44406	44.29576	31.75744	24.80531	25.07465	284.73932	-0.01268	0.20583	-0.06159	0.95089	0.99999
ENSG00000224109	1.2386	1.22761	1.67814	3.04781	1.90942	1.6722	1.30602	0.61072	1.86331	1.62295	13.71784	-0.39538	0.43624	-0.90634	0.36476	0.99999
ENSG00000260118	3.53885	1.09121	0.37292	0.48123	3.1369	1.9509	1.30602	2.44288	1.6304	0.97377	13.91407	-0.32634	0.60211	-0.542	0.58782	0.99999
ENSG00000181704	68.65361	71.88366	81.01669	77.15768	76.37674	73.48403	69.98077	71.69854	77.90963	78.79446	628.44545	-0.02758	0.1155	-0.2388	0.81126	0.99999
ENSG00000079482	125.0982	114.71377	111.78252	141.48249	121.93001	107.3926	114.60303	112.61678	132.7608	140.30444	1030.96457	-0.19855	0.13935	-1.42482	0.15421	0.99999
ENSG00000160131	142.43855	188.23424	150.8458	192.01195	141.70613	141.30116	187.95767	151.45858	177.13086	185.42259	1401.03117	-0.12408	0.1811	-0.68517	0.49324	0.99999
ENSG00000071553	78.56238	69.42843	78.03334	107.95659	83.60525	75.34204	116.01788	77.92788	111.91503	104.27485	764.346	-0.29918	0.2112	-1.41657	0.15661	0.99999
ENSG00000186787	2.12331	3.27364	6.33963	4.49151	4.90993	5.29531	6.42125	4.1529	4.77473	7.54674	41.8049	-0.17449	0.35968	-0.48514	0.62758	0.99999
ENSG00000198455	10.79348	8.7297	11.09435	10.74754	12.41122	10.86932	11.75416	11.72583	10.2482	10.8738	91.72647	-0.14802	0.15044	-0.98389	0.32517	0.99999
ENSG00000102385	1.06165	2.04602	4.94118	1.28329	4.36439	2.78701	1.95903	2.80931	1.51394	0.40574	19.14679	0.6372	0.56702	1.12377	0.26111	0.99999
ENSG00000147251	47.06665	40.37488	61.06551	37.37576	64.37468	64.10112	36.67732	51.42263	32.02563	34.08205	389.93179	0.15087	0.22637	0.66647	0.50511	0.99999
ENSG00000198205	4.77744	3.68284	6.80577	4.81233	6.68296	7.71071	5.44174	4.27504	7.91907	8.35822	50.99521	-0.03872	0.31108	-0.12446	0.90095	0.99999
ENSG00000125675	113.42001	64.24517	46.24198	73.46823	77.05868	60.66381	57.02943	71.20996	92.11736	71.97805	610.15743	-0.26002	0.22895	-1.13568	0.25609	0.99999
ENSG00000179101	0.88471	0.68201	1.67814	1.28329	0.81832	0.7432	2.1767	0.73286	0.46583	0.32459	8.24218	-0.37349	0.61427	-0.60802	0.54317	0.99999
ENSG00000101849	46.88971	47.46777	45.6826	50.85028	48.69017	42.08378	43.96925	44.09399	70.22348	78.14527	438.64849	-0.15749	0.24746	-0.63642	0.5245	0.99999
ENSG00000101850	0.88471	2.45523	0.37292	0.48123	0.40916	0.4645	1.41485	0.73286	0.69874	1.05492	7.56357	0.04059	0.66878	0.06069	0.9516	0.99999
ENSG00000123595	50.6055	62.33554	67.40514	63.04152	43.91663	45.70688	56.15875	48.24689	57.06385	57.85834	466.08389	-0.00309	0.19015	-0.01627	0.98702	0.99999
ENSG00000046651	571.34667	572.34122	210.23318	314.56594	169.52909	145.01716	209.61579	140.34347	292.07376	234.19238	2399.53608	-0.16313	0.43991	-0.37083	0.71076	0.99999
ENSG00000068394	28.31077	27.68953	40.08881	36.89453	29.86876	35.02336	34.06529	32.61245	37.03328	34.48779	283.20997	0.02537	0.1698	0.14943	0.88121	0.99999
ENSG00000212747	8.13935	10.50293	11.18758	13.1537	8.72877	9.66162	12.1895	12.58083	12.22797	8.03363	89.62233	0.11167	0.2194	0.50899	0.61076	0.99999
ENSG00000134590	31.49573	42.2845	52.02222	56.62508	48.4174	55.5543	68.02174	64.3699	77.90963	65.81082	475.6996	0.05268	0.27058	0.19469	0.84563	0.99999
ENSG00000286964	1.94637	0.95481	0.74584	0.48123	3.00051	3.43731	1.08835	2.19859	1.39748	1.13607	13.49191	0.1813	0.55871	0.3245	0.74556	0.99999
ENSG00000203950	2.83108	3.54644	5.50056	6.57685	5.59187	4.92371	4.13572	6.47363	8.38489	6.73526	46.28439	0.09397	0.33913	0.2771	0.7817	0.99999
ENSG00000196972	1.76942	2.45523	2.05106	3.20822	3.00051	1.7651	3.48271	3.66432	2.91142	1.94755	22.09632	-0.11988	0.34192	-0.35062	0.72587	0.99999
ENSG00000186376	11.14736	15.95899	16.87459	18.44726	16.91199	16.35043	17.5224	14.04656	14.67356	18.74513	135.5974	-0.14818	0.19338	-0.76627	0.44351	0.99999
ENSG00000173275	29.19548	31.23597	30.48614	28.87398	46.09882	34.55886	32.10626	39.33037	32.95729	38.46403	287.91006	-0.09951	0.162	-0.61427	0.53904	0.99999
ENSG00000178947	2.83108	6.68368	5.78025	8.02055	8.18322	5.85271	13.06017	7.93936	11.99505	15.74266	73.48002	-0.39816	0.43475	-0.91583	0.35975	0.99999
ENSG00000123131	21.7639	16.09539	31.41844	25.82617	15.13896	12.16992	21.76696	18.19946	37.26619	33.10828	197.89147	-0.08015	0.36501	-0.21957	0.8262	0.99999
ENSG00000123130	32.38044	40.92049	42.69924	47.16083	48.00824	40.03997	47.2343	30.16957	59.39299	53.96325	373.8192	-0.14887	0.23688	-0.62846	0.52971	0.99999
ENSG00000184831	13.97844	14.18577	23.40068	19.08891	8.59238	9.29002	10.99231	10.01581	24.33948	23.04596	133.55959	0.04625	0.3964	0.11669	0.90711	0.99999
ENSG00000130830	3.3619	3.95565	7.64484	4.97274	9.13793	6.87461	3.91805	4.27504	5.24056	4.05739	44.63659	0.11528	0.32952	0.34986	0.72644	0.99999
ENSG00000288722	0.53083	0.95481	0.83907	0.32082	1.36387	1.1148	0.97951	0.97715	1.16457	0.73033	7.48772	0.29255	0.48307	0.60562	0.54477	0.99999
ENSG00000271147	8.84711	6.41088	7.92453	3.68945	6.81935	7.80361	4.78873	6.59578	4.3089	3.48935	50.32436	0.2551	0.28528	0.89421	0.37121	0.99999
ENSG00000198932	19.28671	24.68869	29.55384	23.90124	38.87031	27.40555	27.31753	20.76448	21.42806	30.75499	221.76372	-0.22443	0.21011	-1.06819	0.28544	0.99999
ENSG00000286327	0.88471	0	0.65261	0.16041	2.18219	1.5793	0.43534	2.68717	0.8152	0.56803	8.1525	0.43131	0.85774	0.50285	0.61507	0.99999
ENSG00000101888	16.80952	14.59497	38.31744	27.7511	13.22954	14.58533	18.61075	13.3137	28.76484	24.58777	178.79997	0.06567	0.37605	0.17464	0.86136	0.99999
ENSG00000068366	26.3644	41.05689	28.99447	29.83644	21.95831	24.99015	32.65043	26.87168	34.58768	34.56894	254.92683	0.04949	0.2229	0.22204	0.82428	0.99999
ENSG00000252069	1.41554	1.63682	0.65261	0.96247	0.95471	0.8361	0.65301	1.0993	1.16457	0.64918	8.37228	0.20408	0.4721	0.43227	0.66554	0.99999
ENSG00000175556	0.35388	1.22761	0.55938	0.32082	0.81832	1.2077	1.85019	0.48858	1.16457	0.73033	7.34345	0.09217	0.6095	0.15122	0.8798	0.99999
ENSG00000006756	20.52531	28.50794	42.60602	26.62822	34.50592	27.68425	29.16772	28.09312	52.63849	63.53868	300.53458	-0.01594	0.35449	-0.04498	0.96412	0.99999
ENSG00000229851	14.33233	19.09623	11.74695	7.05808	7.09213	6.31721	8.48911	5.61862	14.55711	18.74513	95.68501	-0.0078	0.42926	-0.01816	0.98551	0.99999
ENSG00000187325	62.81451	66.29119	61.53166	52.93563	60.28307	58.99161	48.43148	54.96481	49.26124	54.12554	477.26217	0.02356	0.11204	0.21027	0.83346	0.99999
ENSG00000157399	1.59248	3.68284	3.35627	4.49151	2.04581	1.858	3.48271	1.46573	4.54182	4.54427	26.5525	-0.1919	0.45457	-0.42215	0.67291	0.99999
ENSG00000102078	12.38596	12.54895	16.87459	20.3722	10.5018	10.12612	14.36619	10.13795	16.88624	15.41807	118.41574	-0.18505	0.27716	-0.66767	0.50435	0.99999
ENSG00000102174	1.94637	3.68284	1.77137	0	3.27329	3.25151	3.70038	4.03075	3.37725	0.97377	21.5436	0.67725	0.61286	1.10508	0.26913	0.99999
ENSG00000102119	10.79348	19.23263	17.90012	21.65548	20.04889	19.78774	26.55569	24.18451	25.03822	21.01726	174.04448	0.02417	0.25456	0.09494	0.92436	0.99999
ENSG00000147234	30.78796	9.00251	31.51167	35.29042	26.59547	14.30663	14.58386	12.33655	78.84128	55.91079	264.50671	-0.19236	0.58317	-0.32985	0.74152	0.99999
ENSG00000271199	0.70777	0.54561	0.46615	0.16041	2.18219	0.7432	0.21767	0.24429	0.46583	0.24344	4.88362	-0.46901	0.80152	-0.58515	0.55845	0.99999
ENSG00000223650	9.201	2.72803	0.37292	0.96247	3.40968	2.0438	0.3265	3.0536	1.74685	0	19.3563	-0.44179	0.99663	-0.44329	0.65756	0.99999
ENSG00000232928	5.30827	1.09121	0.37292	0.32082	2.72774	1.2077	0.76184	2.19859	1.04811	0.08115	12.26991	-0.59547	0.85632	-0.69538	0.48682	0.99999
ENSG00000224430	3.71579	1.50042	0.37292	0.64164	4.50077	3.80891	1.95903	4.27504	2.79496	0.40574	19.63903	0.19889	0.70969	0.28026	0.77928	0.99999
ENSG00000196459	26.01052	26.05271	18.92565	17.16398	20.18528	22.20314	20.46094	21.49735	20.4964	22.07219	180.27012	-0.00202	0.14872	-0.01355	0.98919	0.99999
ENSG00000126950	9.90877	8.7297	16.96782	11.38918	12.41122	17.83683	8.81562	14.41299	6.87095	9.49429	97.52566	0.27481	0.27829	0.98751	0.32339	0.99999
ENSG00000102384	21.58696	26.87112	33.65596	16.36192	44.87134	42.91988	24.92317	42.7504	24.10657	14.76889	242.57776	0.4513	0.29457	1.53207	0.12551	0.99999
ENSG00000130066	102.98042	71.74725	101.52724	89.66974	30.14154	25.91915	97.73364	36.52106	231.28329	119.69292	775.25739	0.05267	0.56133	0.09384	0.92524	0.99999
ENSG00000130052	4.24662	1.77322	6.61932	5.93521	2.18219	2.6941	3.59155	1.9543	3.72662	4.30083	31.44189	-0.31098	0.44347	-0.70124	0.48315	0.99999
ENSG00000147174	5.30827	5.45606	7.08546	6.25603	6.68296	4.92371	5.98591	4.76362	4.3089	6.49182	48.20831	-0.26071	0.22129	-1.17815	0.23874	0.99999
ENSG00000126016	39.28119	62.88115	100.78141	73.78905	51.5543	45.61398	78.36104	58.01841	72.55261	79.93052	561.66989	0.01458	0.29705	0.04907	0.96086	0.99999
ENSG00000013619	2.30025	4.22845	2.33074	2.56658	6.95574	6.22431	4.13572	8.30579	7.10387	2.75902	39.03007	0.55463	0.4145	1.33806	0.18088	0.99999
ENSG00000072506	35.21152	28.91714	34.68148	35.93206	23.45857	27.87005	32.43277	23.57379	29.58004	33.18943	257.19912	-0.1947	0.18779	-1.03683	0.29981	0.99999
ENSG00000189420	0.17694	0.1364	0.55938	0	3.68245	3.34441	0.65301	0.48858	0.11646	0.08115	7.45485	0.03429	1.22816	0.02792	0.97772	0.99999
ENSG00000067840	80.3318	120.71544	105.34967	118.54372	138.02368	143.43786	167.17023	187.85749	148.83184	159.45531	1153.45414	0.03118	0.24706	0.1262	0.89957	0.99999
ENSG00000102290	3.89273	0.54561	3.63596	0.16041	3.40968	2.3225	0.65301	1.0993	1.74685	0	14.25648	0.26914	0.95415	0.28208	0.77788	0.99999
ENSG00000147124	23.88721	22.77907	30.48614	28.55316	31.23263	30.47126	23.29064	26.87168	20.84577	23.12711	219.17279	-0.02396	0.15806	-0.15158	0.87952	0.99999
ENSG00000183837	0.35388	0.1364	0.83907	0	1.36387	1.1148	0.43534	0.97715	0.11646	0.08115	4.40752	0.52954	0.97814	0.54138	0.58825	0.99999
ENSG00000251192	6.72381	6.95648	9.78913	8.02055	9.13793	8.91842	6.53009	6.22934	7.22032	8.8451	65.89651	-0.05043	0.2154	-0.23412	0.81489	0.99999
ENSG00000247746	7.07769	12.41255	11.84018	9.30384	7.91045	7.24621	12.516	8.79437	8.03552	7.70904	78.16175	0.06287	0.25641	0.24519	0.80631	0.99999
ENSG00000076716	90.94834	59.33471	110.29084	102.50262	108.97324	109.3435	74.98717	90.14228	119.36826	63.45753	778.68622	0.11734	0.22457	0.52253	0.6013	0.99999
ENSG00000227008	0.88471	1.09121	1.21199	2.40616	1.77303	1.2077	1.63252	0.73286	0.93165	0.64918	10.55963	-0.5171	0.46893	-1.10273	0.27015	0.99999
ENSG00000184194	17.1634	14.45857	23.02776	20.69302	27.82296	28.52035	18.50191	32.49031	17.70144	23.93858	187.76156	0.05152	0.24589	0.20954	0.83403	0.99999
ENSG00000184205	34.50375	34.37321	33.65596	38.49864	30.82347	25.54755	33.95645	27.84884	33.07374	39.68125	280.28795	-0.25064	0.16967	-1.47721	0.13962	0.99999
