gene	SRR17276325	SRR17276326	SRR17276331	SRR17276332	SRR17276333	SRR17276334	SRR17276335	SRR17276336	SRR17276337	SRR17276338	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000142611	9.37794	9.95732	18.17981	7.69973	42.1436	38.73937	9.6863	27.72669	13.04317	8.68281	152.20235	0.6123	0.25082	2.44123	0.01464	0.47219
ENSG00000157911	105.98844	126.85351	83.06774	94.9633	71.87597	71.25443	90.22404	75.60714	99.33769	96.32237	771.34643	-0.07392	0.1471	-0.50256	0.61527	0.99924
ENSG00000142655	18.22506	24.00669	16.87459	17.64521	18.82141	18.11553	20.78744	22.71879	19.33184	19.55661	164.6892	0.03268	0.18887	0.17301	0.86264	0.99924
ENSG00000149527	6.01604	8.1841	3.4495	4.3311	2.72774	4.08761	5.22407	7.08435	3.61016	4.78772	41.51082	0.10542	0.33118	0.31831	0.75025	NA
ENSG00000171621	4.42356	4.91046	11.65372	6.57685	5.18271	6.59591	4.89757	7.08435	4.77473	5.4369	51.67069	0.29672	0.29347	1.01109	0.31197	NA
ENSG00000272235	2.83108	1.09121	0.74584	0.16041	4.09161	3.53021	0.43534	1.58787	1.04811	0.64918	13.15461	0.40107	0.61975	0.64715	0.51754	NA
ENSG00000287727	1.59248	0.68201	0.27969	0.48123	0.95471	0.7432	0.3265	0.61072	1.04811	0.1623	5.68221	0.13568	0.83856	0.1618	0.87146	NA
ENSG00000173614	13.97844	15.14058	16.12875	15.23904	9.54709	9.56872	16.86939	10.13795	16.65333	20.12464	121.65912	-0.20832	0.22423	-0.92905	0.35287	0.99924
ENSG00000204624	15.74786	2.18243	22.09546	11.38918	6.2738	4.92371	7.1831	6.96221	6.63804	8.11477	76.92848	-0.47509	0.3838	-1.23787	0.21577	0.99924
ENSG00000142606	7.43158	24.41589	8.48391	8.02055	7.91045	7.43201	9.03329	7.69507	12.81025	7.54674	84.67321	0.39819	0.31034	1.28306	0.19947	0.99924
ENSG00000171729	8.31629	18.00501	11.2808	10.58713	10.5018	6.78171	16.10755	12.94727	10.71403	10.22462	97.21575	0.01008	0.27539	0.03661	0.97079	0.99924
ENSG00000037637	24.06415	26.46192	33.4695	30.6385	41.87082	42.73408	33.30344	45.31543	34.0054	32.37795	288.36147	0.11826	0.15636	0.75634	0.44945	0.99924
ENSG00000159423	8.13935	11.32133	24.89235	29.51562	22.0947	20.99544	18.28424	13.43584	19.56475	21.82874	161.05682	-0.15511	0.20683	-0.74996	0.45328	0.99924
ENSG00000157916	177.29618	186.73382	118.68153	131.53701	99.42615	95.50137	125.81301	102.1124	126.35567	125.37326	1083.71148	-0.12638	0.13405	-0.94282	0.34577	0.99924
ENSG00000157881	18.93283	24.8251	35.9867	36.09247	27.82296	32.42216	30.0384	28.21527	29.46358	34.0009	251.48914	0.01071	0.17798	0.06017	0.95202	0.99924
ENSG00000048707	155.70922	148.67777	176.29754	152.71126	187.94134	177.43932	161.18431	168.19231	178.76125	163.91844	1402.37951	0.00626	0.11635	0.05384	0.95707	0.99924
ENSG00000180758	0.70777	2.18243	2.05106	1.76452	2.18219	1.7651	2.61203	0.97715	2.32914	3.00247	16.62425	-0.15646	0.52559	-0.29769	0.76594	NA
ENSG00000184677	50.42855	43.78492	79.8047	67.53303	57.00978	57.87681	50.3905	56.18625	56.9474	62.15917	490.31534	-0.02357	0.14007	-0.16824	0.86639	0.99924
ENSG00000288398	6.01604	11.45774	10.25528	11.54959	7.77406	10.21902	16.43405	11.72583	13.97482	16.3107	98.26292	0.01679	0.26702	0.06288	0.94986	0.99924
ENSG00000285833	21.23308	4.50125	7.92453	1.92493	2.72774	1.4864	1.63252	3.0536	3.26079	2.19099	41.03022	0.03638	0.48648	0.07478	0.94039	NA
ENSG00000131697	10.61654	10.23012	13.51832	13.79534	18.82141	16.35043	15.3457	24.4288	20.37995	14.52545	132.51029	0.14018	0.21295	0.65831	0.51034	0.99924
ENSG00000197921	10.4396	37.23764	21.62931	27.91151	40.64334	63.63662	34.28296	81.10362	23.7572	10.30576	290.50678	0.86688	0.26028	3.33063	0.00087	0.11857
ENSG00000055070	67.7689	69.97403	88.10215	80.3659	83.19609	89.92736	85.32647	92.95159	85.36287	80.742	692.18	0.05597	0.12622	0.44343	0.65746	0.99924
ENSG00000204138	36.09623	29.05355	42.69924	28.07192	58.9192	53.7892	37.11266	58.26269	41.57509	36.75993	352.13064	0.15678	0.1745	0.89843	0.36896	0.99924
ENSG00000090020	3.3619	3.81925	4.56826	3.20822	6.81935	8.17521	5.22407	9.1608	6.7545	4.38198	46.25035	0.44513	0.29695	1.49898	0.13388	NA
ENSG00000157978	4.06967	4.22845	3.82242	6.89767	4.50077	3.80891	5.87708	4.27504	5.1241	5.35575	40.61821	-0.36266	0.32278	-1.12357	0.2612	NA
ENSG00000158006	8.31629	11.59414	11.2808	13.1537	6.13742	7.61781	12.29833	8.42794	11.17986	12.17216	86.68182	-0.07656	0.25622	-0.2988	0.76509	0.99924
ENSG00000196581	7.43158	3.54644	23.02776	13.95576	41.0525	31.12156	6.63892	10.38224	12.46088	9.16969	131.37764	0.06322	0.25732	0.24568	0.80593	0.99924
ENSG00000171612	6.36992	3.95565	5.87348	5.29356	4.09161	4.83081	5.44174	5.61862	7.68615	5.2746	45.83988	0.02957	0.30799	0.09601	0.92351	NA
ENSG00000158161	39.28119	31.64518	43.53831	34.96959	39.55224	40.22577	37.98334	36.88749	37.84847	36.92222	317.97519	-0.03651	0.15514	-0.23536	0.81393	0.99924
ENSG00000142627	3.00802	14.04937	16.22198	3.36863	11.45651	13.28472	28.40588	12.58083	4.65827	6.32952	94.86968	0.52011	0.4169	1.24755	0.2122	0.99924
ENSG00000142632	1.06165	1.77322	1.39845	0.32082	2.31858	1.858	2.72087	2.07645	0.8152	0.48689	12.2742	0.40627	0.58905	0.6897	0.49038	NA
ENSG00000189337	140.31524	60.01671	93.78917	119.98742	136.38704	100.51798	83.80278	88.43227	201.12097	140.38559	982.54454	-0.3231	0.19765	-1.63472	0.10211	0.98957
ENSG00000130939	68.29973	56.47027	72.25309	62.88111	70.10294	69.95383	63.55951	68.40065	65.09937	63.13294	553.81951	-0.02671	0.13428	-0.19895	0.84231	0.99924
ENSG00000175147	283.6385	101.61921	62.65042	68.81631	75.28565	48.49389	42.98974	51.0562	106.09218	67.10918	754.29924	-0.3084	0.22997	-1.34104	0.17991	0.99924
ENSG00000060656	10.4396	5.59247	8.85683	9.14343	9.27432	7.43201	11.53649	5.25219	8.61781	7.3033	70.22157	-0.46355	0.28255	-1.64058	0.10088	0.98626
ENSG00000163867	18.22506	18.00501	16.40844	18.44726	18.27586	16.90783	13.06017	18.3216	17.35207	14.282	141.88283	0.05152	0.1985	0.25954	0.79522	0.99924
ENSG00000134698	45.47417	46.10375	64.42179	45.39631	71.46681	75.43494	44.40459	64.3699	47.51439	48.03946	461.42228	0.18186	0.15017	1.21099	0.2259	0.99924
ENSG00000132881	1.94637	3.68284	3.82242	3.68945	3.27329	2.87991	5.0064	4.03075	3.84308	4.86886	31.36788	-0.05583	0.36868	-0.15143	0.87963	NA
ENSG00000273274	5.8391	7.77489	12.39956	7.37891	12.95677	15.32853	8.92445	12.94727	9.433	10.06232	86.14884	0.3179	0.24042	1.32228	0.18608	0.99924
ENSG00000130940	5.48521	7.63849	8.85683	9.30384	13.6387	10.12612	7.5096	11.84797	15.95459	14.52545	88.51081	0.0957	0.249	0.38435	0.70072	0.99924
ENSG00000163879	54.14434	48.96818	59.20092	91.11344	60.69223	52.3028	47.34313	43.48327	125.19111	112.14618	591.99291	-0.23056	0.15717	-1.46696	0.14239	0.99924
ENSG00000116954	6.72381	3.81925	4.19534	3.84986	7.22851	4.73791	3.26504	6.1072	5.70639	5.4369	42.65942	-0.11037	0.33601	-0.32847	0.74255	NA
ENSG00000163873	331.7668	123.85267	1008.18697	238.85196	880.10556	930.8597	210.70414	535.6015	115.40873	97.94532	3669.56858	0.43219	0.51984	0.83138	0.40576	0.99924
ENSG00000230163	3.53885	4.22845	1.77137	1.12288	2.18219	1.5793	1.30602	1.58787	1.97977	2.02869	17.78193	0.08614	0.4572	0.18841	0.85055	NA
ENSG00000179051	75.90824	93.98072	137.32748	103.30467	129.97685	158.20899	106.98459	145.71781	79.0742	83.41988	930.3	0.2319	0.13705	1.69208	0.09063	0.94992
ENSG00000126067	95.72578	84.1598	103.95122	98.65276	98.8806	94.94397	88.80918	101.99025	101.66682	81.31004	797.22991	0.02917	0.13019	0.22404	0.82272	0.99924
ENSG00000272078	10.61654	12.82175	5.03441	4.81233	3.54606	4.08761	3.48271	5.49648	7.45324	8.43937	55.30241	0.15333	0.2844	0.53911	0.58981	NA
ENSG00000054118	353.53071	283.85178	302.43745	345.68567	290.09523	302.85455	270.0191	298.64211	290.55982	299.19172	2551.89563	-0.11124	0.12253	-0.90791	0.36393	0.99924
ENSG00000158315	5.30827	2.04602	0.9323	0.96247	2.31858	1.858	1.30602	1.9543	0.58228	0.64918	14.69346	-0.32768	0.52752	-0.62117	0.53449	NA
ENSG00000186973	2.30025	2.45523	0.74584	4.3311	0.40916	1.5793	3.15621	0.36643	3.72662	3.7328	19.64356	-0.74344	0.62312	-1.1931	0.23283	NA
ENSG00000146463	208.79191	210.0585	218.25094	199.87209	207.58107	205.21647	197.4263	196.04114	195.76395	192.48244	1705.37881	-0.01604	0.11461	-0.13996	0.8887	0.99924
ENSG00000142686	16.98646	22.77907	23.86683	25.50535	25.50438	20.25224	22.2023	20.64234	26.20279	34.40664	201.67339	-0.15464	0.19258	-0.80297	0.42199	0.99924
ENSG00000230585	1.76942	0.95481	0.46615	0.16041	1.50026	0.7432	0.54417	0.24429	0.93165	0.1623	6.14074	0.00517	0.83569	0.00619	0.99506	NA
ENSG00000117000	89.88669	87.84265	80.737	55.02097	74.19455	75.34204	74.66066	82.08078	66.84623	73.03297	635.75713	0.0659	0.14465	0.45557	0.6487	0.99924
ENSG00000092853	36.27317	28.37154	52.39514	29.1948	70.23933	65.58752	28.84122	62.04916	34.0054	21.90989	354.9891	0.38562	0.20491	1.8819	0.05985	0.82489
ENSG00000134697	50.25161	50.4686	54.91235	51.49193	55.7823	48.86549	43.31624	47.26973	40.17761	43.1706	407.1284	-0.05744	0.14189	-0.40481	0.68561	0.99924
ENSG00000116151	11.32431	9.41171	14.35739	20.69302	17.04838	17.83683	16.43405	16.3673	16.76979	13.95741	129.89954	-0.13269	0.21191	-0.62618	0.5312	0.99924
ENSG00000214114	19.64059	7.50209	9.41621	6.25603	10.09264	9.56872	6.85659	7.45078	9.08363	8.27707	78.37642	-0.16475	0.29021	-0.56769	0.57024	0.99924
ENSG00000236723	35.03457	37.37405	15.56938	15.39945	9.95625	10.12612	14.36619	13.19155	13.97482	11.19839	147.10396	0.02617	0.19326	0.13543	0.89227	0.99924
ENSG00000117016	22.29473	50.605	26.94341	24.70329	39.41585	55.9259	84.02045	95.88305	28.99775	36.92222	389.22862	0.27953	0.21484	1.30113	0.19321	0.99924
ENSG00000163866	20.87919	27.14392	25.17204	30.6385	33.00566	33.25826	31.99743	35.91034	39.36241	42.03453	269.61546	-0.01325	0.17451	-0.07595	0.93946	0.99924
ENSG00000232335	9.37794	8.1841	6.43286	2.8874	6.54658	5.01661	2.1767	6.47363	2.67851	2.27214	42.9102	0.40792	0.36025	1.13231	0.2575	NA
ENSG00000260971	3.00802	1.90962	1.21199	0.64164	3.68245	2.0438	1.30602	0.97715	1.04811	0.81148	13.68798	-0.23003	0.53477	-0.43014	0.66709	NA
ENSG00000162384	42.82004	42.42091	44.19092	45.71713	39.14308	39.38967	43.09857	42.01754	34.93705	39.19436	347.0404	-0.09485	0.14777	-0.64188	0.52095	0.99924
ENSG00000117859	144.38491	171.86605	121.38519	138.11386	119.06589	120.58442	152.47753	108.58603	107.95549	111.41585	1088.63546	-0.13306	0.1541	-0.86348	0.38788	0.99924
ENSG00000162396	3.00802	4.36485	6.99223	6.25603	4.90993	4.55211	5.3329	5.25219	5.82284	8.27707	46.4646	-0.05845	0.30849	-0.18947	0.84973	NA
ENSG00000162378	108.46563	114.16816	130.05556	124.79975	122.61195	122.44242	118.73875	118.84613	112.96314	111.65929	995.39235	-0.01334	0.1221	-0.10924	0.91301	0.99924
ENSG00000235545	2.65413	3.13724	3.35627	2.24575	6.00103	4.83081	3.80922	5.86291	3.61016	3.24591	32.27011	0.20117	0.35192	0.57165	0.56756	NA
ENSG00000243725	2.47719	1.22761	2.33074	4.49151	2.86413	1.9509	3.48271	2.56502	2.79496	4.05739	24.01504	-0.73212	0.39545	-1.85137	0.06412	NA
ENSG00000171872	0.35388	1.50042	0.37292	0.32082	0.54555	0.1858	2.61203	1.34358	1.04811	0.81148	7.69753	-0.04291	0.75856	-0.05657	0.95489	NA
ENSG00000162407	144.7388	268.16559	194.9435	207.09058	219.71952	183.01333	267.95124	208.74412	196.57915	208.54969	1767.99163	-0.03133	0.18655	-0.16797	0.86661	0.99924
ENSG00000163877	21.41002	20.46024	23.40068	23.74083	17.04838	24.89725	23.83482	22.96307	21.54452	23.4517	187.57074	0.0113	0.19109	0.05914	0.95284	0.99924
ENSG00000228929	4.77744	3.13724	2.98335	3.04781	2.86413	3.43731	2.61203	2.93146	1.39748	2.27214	24.56765	-0.21318	0.39712	-0.53682	0.59139	NA
ENSG00000278967	5.48521	2.31883	1.11876	0.96247	4.90993	3.15861	0.43534	2.07645	2.44559	0.89263	19.49282	0.26942	0.54369	0.49555	0.62021	NA
ENSG00000157184	28.84159	30.00836	28.06217	29.67603	24.14051	21.27414	31.99743	23.81808	30.04587	26.12957	230.8936	-0.12851	0.17666	-0.72744	0.46696	0.99924
ENSG00000198815	68.65361	58.9255	84.37296	82.61166	84.1508	81.65925	69.7631	77.07287	66.49686	93.3199	645.65565	-0.1584	0.14568	-1.0873	0.27691	0.99924
ENSG00000134744	113.42001	83.47779	114.2065	83.73453	130.65878	126.34423	89.46219	109.0746	84.08184	91.04777	856.20028	-0.01625	0.14799	-0.10981	0.91256	0.99924
ENSG00000162385	14.68621	15.82259	26.10434	20.3722	22.36747	25.36175	19.6991	20.39805	13.62545	17.04103	163.8161	0.03254	0.19267	0.16887	0.8659	0.99924
ENSG00000116652	5.48521	4.09205	4.19534	4.17069	5.59187	6.22431	1.95903	5.86291	5.1241	3.48935	38.47458	0.3215	0.35736	0.89964	0.36831	NA
ENSG00000123080	20.70225	15.68619	29.36738	8.8226	29.86876	34.28016	22.74647	38.8418	13.85836	6.24838	181.74186	0.63733	0.25632	2.48642	0.0129	0.44413
ENSG00000162415	11.67819	12.13974	23.96006	3.20822	19.09419	19.88064	13.49551	22.96307	6.98741	6.32952	115.30397	0.67061	0.33215	2.01899	0.04349	0.73676
ENSG00000162600	11.67819	9.82092	23.86683	22.77836	6.41019	6.13141	7.94494	8.18365	13.85836	19.15087	110.79752	-0.18429	0.21689	-0.84967	0.39551	0.99924
ENSG00000116704	23.71027	27.00752	44.56384	29.99685	32.32373	32.14346	29.92957	32.7346	23.99011	26.45416	254.0122	0.10369	0.17206	0.60262	0.54676	0.99924
ENSG00000157193	43.88169	67.65521	47.73365	15.23904	64.10191	88.25516	78.90522	84.89009	19.21538	17.28447	435.18929	0.54163	0.20991	2.58027	0.00987	0.39656
ENSG00000116205	30.25713	28.23514	24.23975	31.11973	22.91302	24.80435	37.00383	24.79523	37.84847	36.75993	252.12654	-0.21928	0.18277	-1.19979	0.23022	0.99924
ENSG00000233994	2.12331	0.95481	0.83907	0.64164	0.81832	0.6503	0.3265	0.73286	1.04811	0.64918	7.30253	0.07647	0.70485	0.1085	0.9136	NA
ENSG00000132854	1.59248	3.00084	3.4495	0.16041	3.00051	10.31192	6.63892	6.84006	3.26079	0.81148	32.25251	1.50283	0.47	3.19752	0.00139	NA
ENSG00000162607	119.43605	102.57402	117.28308	72.18494	141.70613	141.85856	89.57103	139.97704	84.08184	67.92066	894.0072	0.24398	0.15341	1.59041	0.11174	0.99924
ENSG00000154027	4.06967	7.09288	3.07658	0.64164	4.90993	5.38821	12.516	7.57293	3.02788	0.97377	40.91607	0.64809	0.41818	1.5498	0.12119	NA
ENSG00000213579	2.12331	0.54561	0.65261	0	2.04581	1.858	0	0.85501	0.34937	0.08115	6.86354	1.30661	0.98412	1.3277	0.18428	NA
ENSG00000132855	13.09373	4.50125	2.5172	1.60411	9.00154	5.48111	1.41485	5.13005	4.65827	2.35328	40.76373	0.15999	0.43993	0.36368	0.7161	NA
ENSG00000116675	9.55488	8.7297	13.51832	10.10589	10.22903	7.06041	12.29833	13.3137	12.6938	17.28447	97.12589	-0.16107	0.23521	-0.68478	0.49348	0.99924
ENSG00000162433	2.83108	9.68452	4.84795	3.52904	8.86516	9.19712	10.23047	10.50439	9.54946	5.51805	62.52402	0.53647	0.31485	1.70389	0.0884	0.94892
ENSG00000213625	53.43657	62.47194	72.06663	60.79576	65.73855	58.43421	72.48397	62.29345	71.85387	57.4526	535.69086	0.03723	0.15203	0.2449	0.80653	0.99924
ENSG00000158966	204.19141	205.69365	121.38519	220.08387	172.12044	149.84797	255.3264	170.75733	213.11602	189.88571	1605.38428	-0.33346	0.17332	-1.92394	0.05436	0.78257
ENSG00000213703	0.35388	0.4092	0.46615	0	1.0911	0.929	0.21767	1.22144	1.51394	0.40574	5.47304	1.39278	0.89663	1.55335	0.12034	NA
ENSG00000203965	38.75036	36.14643	33.28304	36.41329	27.27741	23.31794	25.90268	22.96307	33.07374	30.02466	258.62556	-0.13893	0.16009	-0.86783	0.38549	0.99924
ENSG00000117069	149.16236	181.95977	207.80921	146.45523	186.03192	167.12741	184.58379	179.06312	158.61422	168.54386	1451.3758	0.05717	0.14275	0.40052	0.68877	0.99924
ENSG00000125703	18.04811	18.41422	23.49391	20.21178	15.95728	13.74923	15.88988	15.87872	16.88624	18.0148	148.69914	-0.05558	0.18725	-0.2968	0.76662	0.99924
ENSG00000227466	9.201	2.72803	1.67814	1.12288	7.77406	4.27341	0.87068	2.07645	4.54182	1.29836	29.12811	0.10816	0.50127	0.21576	0.82917	NA
ENSG00000230498	5.66215	1.90962	3.26304	0.80205	8.31961	5.75981	2.93854	5.98506	3.84308	1.37951	32.69401	0.40497	0.47081	0.86015	0.38971	NA
ENSG00000224493	3.18496	0.95481	0.9323	0.32082	5.31909	3.99471	0.3265	2.68717	1.16457	0.32459	15.56168	0.68445	0.65398	1.0466	0.29529	NA
ENSG00000137941	47.95136	64.38157	61.99781	56.78549	81.28668	67.25972	63.12417	79.51575	79.65648	95.83548	587.89001	0.02142	0.16143	0.13269	0.89444	0.99924
ENSG00000066135	77.67767	72.02006	73.27862	81.64919	74.05816	75.71364	82.2791	75.97358	80.70459	85.44857	655.87703	-0.12911	0.13212	-0.9772	0.32847	0.99924
ENSG00000117174	35.21152	33.00919	41.3008	38.97987	32.18734	32.14346	31.12675	28.45956	37.14973	40.97961	295.6701	-0.0998	0.15311	-0.6518	0.51453	0.99924
ENSG00000284645	0.53083	0.4092	1.67814	1.4437	0.81832	1.5793	0.54417	1.0993	1.04811	0.73033	8.30703	0.46052	0.65639	0.70158	0.48294	NA
ENSG00000288543	15.57092	10.77573	10.53497	8.02055	10.22903	9.19712	9.79513	10.38224	7.91907	9.16969	84.88497	-0.12896	0.2366	-0.54505	0.58572	0.99924
ENSG00000143013	51.49021	65.60918	72.99893	66.24974	70.5121	72.83373	65.4097	58.14055	51.12455	63.94442	536.27411	-0.03642	0.1592	-0.22879	0.81904	0.99924
ENSG00000134748	77.50073	82.11378	97.61159	88.54686	85.37829	88.25516	78.25221	81.71434	72.3197	91.04777	708.61314	-0.04306	0.14065	-0.30617	0.75948	0.99924
ENSG00000142892	70.06915	55.10626	47.36073	48.92535	45.68966	45.98558	45.81944	43.48327	44.02069	34.48779	402.36205	-0.06402	0.1529	-0.41867	0.67546	0.99924
ENSG00000237505	2.30025	1.09121	1.11876	1.4437	1.36387	1.0219	0.3265	1.83216	1.16457	0.40574	10.0035	0.30171	0.66964	0.45055	0.65231	NA
ENSG00000116641	233.38689	206.92126	231.39634	205.80729	275.63821	227.23381	198.73231	233.78364	312.33725	271.19575	2014.66476	-0.01121	0.1236	-0.09069	0.92774	0.99924
ENSG00000172260	76.08519	40.51128	61.15874	12.51206	58.9192	61.59281	34.93597	74.01927	20.72932	15.82381	374.73465	0.52489	0.46816	1.12118	0.26221	0.99924
ENSG00000137944	21.58696	18.68702	13.23863	8.66219	29.73237	27.59135	16.97823	16.97802	27.94964	11.84757	160.60312	0.25849	0.23516	1.09921	0.27168	0.99924
ENSG00000067334	69.18444	79.79495	75.79582	71.70371	62.60165	62.70761	64.64786	66.07991	59.85882	60.04933	564.69204	0.01959	0.13615	0.14389	0.88559	0.99924
ENSG00000142949	64.58394	98.07277	86.14433	98.81317	120.42976	123.46433	125.26884	157.32149	136.72033	137.87001	967.36081	0.10535	0.15814	0.66617	0.5053	0.99924
ENSG00000171502	1.41554	3.13724	1.67814	0.16041	1.36387	0.5574	3.59155	0.97715	0.11646	0.48689	11.23899	-0.28135	0.74661	-0.37684	0.7063	NA
ENSG00000116157	4.95438	6.82008	12.77248	6.25603	5.72826	5.20241	7.94494	5.61862	7.33678	4.86886	56.79282	0.24759	0.30817	0.80343	0.42173	0.99924
ENSG00000143036	10.61654	10.36652	10.6282	11.71	6.54658	5.01661	10.0128	5.98506	13.27608	15.66151	84.95083	-0.34717	0.24096	-1.44076	0.14965	0.99924
ENSG00000065243	104.39595	104.89285	115.60494	90.31138	121.65724	132.01114	100.128	116.64753	85.71224	86.58464	883.92319	0.09485	0.12666	0.74887	0.45394	0.99924
ENSG00000117528	133.76838	115.66858	194.75704	178.69784	183.98612	165.7339	116.01788	117.13611	156.63445	161.15941	1281.91887	-0.09488	0.11743	-0.80801	0.41908	0.99924
ENSG00000036549	95.3719	100.528	116.91016	96.88824	108.83686	104.04819	94.25092	99.9138	83.84893	92.99531	833.20842	0.00014	0.13079	0.00106	0.99915	0.99999
ENSG00000228838	3.18496	5.72887	1.58491	0.32082	2.45497	2.4154	0.87068	2.93146	0.69874	0.64918	17.08665	0.87918	0.52279	1.68172	0.09262	NA
ENSG00000283761	3.00802	0.81841	1.49168	0.96247	2.86413	2.97281	1.85019	2.93146	1.86331	0.40574	15.78309	0.29022	0.57023	0.50895	0.61078	NA
ENSG00000142700	7.43158	4.09205	1.21199	2.72699	0.54555	0.8361	4.57106	2.44288	1.86331	2.67788	23.85969	-0.70462	0.42949	-1.64057	0.10089	NA
ENSG00000127124	2.30025	0.95481	2.14429	1.76452	2.45497	3.62311	2.72087	3.29789	3.49371	3.00247	21.63184	0.02949	0.4352	0.06777	0.94597	NA
ENSG00000266993	3.00802	1.22761	1.02553	0.80205	2.31858	3.06571	0.87068	2.07645	1.39748	0.48689	13.36682	0.40034	0.57323	0.69839	0.48494	NA
ENSG00000137936	9.37794	10.36652	6.71255	8.66219	12.13845	14.86403	10.77464	10.13795	7.68615	9.33199	83.66463	-0.09767	0.2443	-0.3998	0.6893	0.99924
ENSG00000235829	11.50125	1.77322	0.37292	1.4437	5.18271	1.9509	1.08835	2.56502	6.52158	1.05492	27.52664	-0.52834	0.61889	-0.85368	0.39328	NA
ENSG00000117519	745.10401	1104.58035	1125.56328	1197.78883	948.70824	903.17545	1052.21468	926.3402	1194.61429	1498.55533	9061.67895	-0.06573	0.15705	-0.4185	0.67558	0.99924
ENSG00000134215	4.6005	7.36569	4.47503	2.56658	11.45651	10.96222	5.76824	9.52723	4.89119	4.46313	54.654	0.39019	0.29148	1.33865	0.18068	NA
ENSG00000228502	2.65413	2.72803	3.16981	4.01027	1.50026	2.2296	2.28553	1.83216	1.74685	2.84017	21.16411	-0.20869	0.43077	-0.48447	0.62805	NA
ENSG00000188641	25.30275	15.27698	13.23863	6.09562	38.32476	31.40026	18.50191	8.55008	3.72662	2.75902	133.53147	-0.19543	0.28914	-0.6759	0.49911	0.99924
ENSG00000152078	2.12331	4.09205	7.27192	0.96247	15.41174	14.02793	4.89757	5.37434	1.97977	2.10984	47.68486	0.59208	0.40476	1.4628	0.14352	NA
ENSG00000171492	33.08821	59.74391	32.35074	42.82973	49.23572	41.43348	50.93468	47.39188	50.30936	38.78862	374.85371	0.0465	0.20456	0.2273	0.82019	0.99924
ENSG00000170989	15.0401	34.64601	12.49279	29.83644	26.18631	36.60267	40.48654	49.46833	30.62815	23.77629	251.16929	0.18871	0.27687	0.68158	0.49551	0.99924
ENSG00000116299	2.12331	1.09121	1.8646	1.60411	1.36387	1.6722	2.93854	1.83216	2.09622	1.94755	15.62986	-0.24017	0.48986	-0.49028	0.62393	NA
ENSG00000137962	25.12581	43.64852	31.04552	14.5974	52.50901	49.60869	43.96925	51.66692	22.70908	22.55907	296.52176	0.35273	0.20214	1.74496	0.08099	0.91583
ENSG00000260464	1.2386	1.77322	2.33074	2.8874	1.36387	2.0438	1.19718	2.44288	1.6304	1.46066	15.46602	0.33563	0.49394	0.67948	0.49683	NA
ENSG00000273204	1.06165	1.63682	1.21199	1.92493	1.90942	1.1148	0.97951	1.71002	1.39748	1.54181	12.19332	-0.09654	0.55435	-0.17415	0.86175	NA
ENSG00000079739	21.94084	30.14476	31.97782	28.23233	41.73443	36.04527	28.62355	31.87959	33.53957	28.07712	261.63852	0.11859	0.16987	0.69813	0.48509	0.99924
ENSG00000162377	19.64059	16.5046	21.16316	18.9285	15.68451	15.42143	18.82842	17.95517	15.13939	16.47299	147.7065	-0.10308	0.18615	-0.55372	0.57977	0.99924
ENSG00000116774	2.30025	3.68284	7.64484	6.57685	0.13639	0.1858	2.72087	5.25219	4.42536	2.84017	30.44059	0.54338	0.39838	1.36399	0.17257	NA
ENSG00000287756	8.67017	0.95481	0.55938	2.56658	7.09213	2.1367	1.19718	2.32074	5.70639	1.05492	26.61037	-0.85466	0.62779	-1.36139	0.17339	NA
ENSG00000023909	36.45011	23.59748	29.92676	33.5259	31.23263	36.60267	25.46734	27.36026	44.71943	30.26811	268.27959	-0.0146	0.19128	-0.07633	0.93916	0.99924
ENSG00000069702	2.12331	3.81925	3.72919	3.04781	2.59135	1.3006	4.89757	4.51933	7.45324	7.46559	34.95955	-0.03923	0.36662	-0.10701	0.91478	NA
ENSG00000236776	3.3619	1.63682	0.37292	0.32082	1.90942	0.3716	0.21767	0.36643	0.69874	0.24344	7.75348	-0.34408	0.78049	-0.44085	0.65932	NA
ENSG00000198198	82.63205	86.88783	85.95787	64.16439	116.47453	105.16299	78.36104	95.76091	74.06655	69.30017	716.22796	0.10234	0.13449	0.7609	0.44672	0.99924
ENSG00000116793	61.57592	63.83596	73.46508	74.59111	78.28616	76.08524	62.9065	56.0641	73.25135	69.30017	579.72105	-0.06236	0.13591	-0.45886	0.64633	0.99924
ENSG00000234332	1.06165	0.4092	0.27969	0.32082	1.90942	0.929	0.3265	0.36643	0.46583	0	4.94452	-0.02758	0.95136	-0.02899	0.97687	NA
ENSG00000117525	39.98896	59.0619	112.15544	74.10988	121.38446	88.44096	81.62609	71.3321	84.78058	84.06906	686.42221	0.055	0.18027	0.3051	0.76029	0.99924
ENSG00000224238	2.47719	3.00084	2.79689	3.52904	3.68245	2.87991	2.06786	2.07645	2.09622	1.7041	22.02681	-0.07579	0.40987	-0.18492	0.85329	NA
ENSG00000162692	43.88169	90.70708	85.86464	43.63179	116.47453	159.41669	60.18564	166.97087	56.71448	32.4591	706.40628	0.90672	0.16105	5.63015	0	0.00022
ENSG00000181656	15.21704	10.23012	45.02999	7.69973	88.3788	113.80271	17.41357	53.98765	8.61781	6.08608	297.97412	0.84763	0.30338	2.79399	0.00521	0.29868
ENSG00000122481	4.24662	4.91046	6.52609	4.3311	7.91045	8.08231	5.11523	4.64147	4.19245	4.38198	45.34113	0.07775	0.3016	0.25778	0.79657	NA
